ancient,old,new,CTB 0.001ug/ml Slide#14525 CFG#2342 v5.0 Alexa488 10/13/11 HJ,CTB 0.01ug/ml Slide#14525 CFG#2342 v5.0 Alexa488 10/13/11 HJ,CTB 0.1ug/ml Slide#14501 CFG#2342 v5.0 Alexa488 10/4/11 HJ,CTB 1ug/ml Slide#14486 CFG#2342 v5.0 Alexa488 10/3/11 HJ,CTB 10ug/ml Slide#14501 CFG#2342 v5.0 Alexa488 10/13/11 HJ,WT-VCC (180ug/ml) CFG#2364 Slide#:14512 10/06/2011 Alexa488  CMZ,WT-VCC (10ug/ml) CFG#2364 Slide#:14518 10/06/2011 Alexa488  CMZ,WT-VCC (1ug/ml) CFG#2364 Slide#:14518 10/06/2011 Alexa488  CMZ,VCC-truncated 180ug/ml Slide#14638 CFG#2364 v5.0 Alexa488 11/7/11 HJ,CtxB T49I 200ug/ml Slide#14930 CFG#2485 v5.0 Alexa488 12/19/11 HJ,CtxB H20Y 200ug/ml Slide#14931 CFG#2485 v5.0 Alexa488 12/19/11 HJ,CtxB dm 200ug/ml Slide#14928 CFG#2485 v5.0 Alexa488 12/19/11 HJ,CtxB classical 200ug/ml Slide#14929 CFG#2485 v5.0 Alexa488 12/19/11 HJ,Cad-1 (200ug/mL) Slide#11341 CFG#1847 v4.1 Alexa488 1/14/10 Hong,Cad-2(200ug/mL) Slide#11342 CFG#1847 v4.1 Alexa488 1/14/10 Hong,Cad-3 (200ug/mL) Slide#11343 CFG#1847 v4.1 Alexa488 1/14/10 Hong
[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp0,[3OSO3]Galb1-4[6OSO3]Glcb-Sp0,(3S)Galb1-4(6S)Glcb-Sp0,123.15065,95.53842500000002,46.23440000000001,78.59964999999998,81.43125,359.08109999999994,75.699875,168.68957499999996,371.283025,24.582325,237.674375,467.73460000000006,102.0414,1.344800000000002,-3.65795,2.888824999999999
[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,[3OSO3]Galb1-4[6OSO3]Glcb-Sp8,(3S)Galb1-4(6S)Glcb-Sp8,115.01729999999998,93.270775,141.58134999999996,132.058,360.32279999999946,318.096,99.82897499999996,150.4582,75.87810000000002,20.32865,31.909649999999992,110.22982499999996,89.23517500000004,2.6694000000000004,3.1484749999999986,2.345700000000001
[3OSO3]Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,[3OSO3]Galb1-3(Fuca1-4)GlcNAcb-Sp8,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp8,39.66177500000003,208.40105000000003,57.98944999999999,109.0157,448.378475,333.11175,70.18362500000002,127.38047500000002,115.009475,21.870200000000004,32.5324,216.01835,56.288225,4.982474999999997,2.198575,3.3658499999999987
[3OSO3]Galβ1-3GalNAcα-Sp8,[3OSO3]Galb1-3GalNAca-Sp8,(3S)Galb1-3GalNAca-Sp8,87.617275,144.16164999999995,102.4879,128.508125,69.456,426.0247,102.041325,183.7823,60.431475000000006,12.732074999999995,49.66877499999998,39.97,22.8998,-0.5848250000000004,6.148999999999997,3.911574999999997
[3OSO3]Galβ1-3GlcNAcβ-Sp0,[3OSO3]Galb1-3GlcNAcb-Sp8,(3S)Galb1-3GlcNAcb-Sp0,76.43322500000002,80.41055000000003,89.828925,63.82742500000001,-0.06260000000001043,385.37574999999987,69.700075,142.06005,64.415825,16.275650000000002,20.588,105.5751,50.291075000000006,0.974375,-2.239450000000001,-0.3012250000000023
[3OSO3]Galβ1-3GlcNAcβ-Sp8,,(3S)Galb1-3GlcNAcb-Sp8,47.19480000000002,9.536099999999976,79.12372499999998,-8.270899999999997,198.56397500000003,522.717725,92.96365,92.76177500000004,55.58102500000001,31.546100000000006,40.853125,82.4556,32.43635,-0.0722249999999991,2.793825000000002,3.13355
[3OSO3]Galβ1-4(Fucα1-3)GlcNAc-Sp0,[3OSO3]Galb1-4(Fuca1-3)GlcNAc-Sp0 ,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0 ,73.84924999999998,89.46535000000002,132.20822500000003,149.6644499999999,275.5715,458.047425,117.648125,35.40027500000001,87.419425,54.69645,157.794325,181.22357500000004,1624.9782,1.1864499999999998,8.75522500000001,7.1231500000000025
[3OSO3]Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,[3OSO3]Galb1-4(Fuca1-3)GlcNAcb-Sp8,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,107.57455,19.566824999999994,84.463175,37.921350000000025,169.05107499999963,220.13325,73.46362499999998,113.746075,47.02092500000002,29.432824999999994,534.8408500000002,44.83257500000001,2276.3759,3.790899999999999,3.1045500000000037,15.691375000000004
[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,(3S)Galb1-4(6S)GlcNAcb-Sp0,156.010875,97.53972499999998,44.358025,134.73104999999998,50.03587499999998,603.4809,139.966875,59.789000000000016,421.2801,156.212825,320.279825,481.902975,275.03097500000007,-2.940475000000002,2.596475,1.1460000000000017
[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp8,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp8,(3S)Galb1-4(6S)GlcNAcb-Sp8,19.236125,58.23255,74.71632499999998,119.75980000000004,89.373625,351.8209750000001,112.744125,148.365225,64.72875,32.66035,42.143275000000024,38.8239,52.233625,4.5268000000000015,1.5576999999999988,1.870775
[3OSO3]Galβ1-4GlcNAcβ-Sp0,[3OSO3]Galb1-4GlcNAcb-Sp0,(3S)Galb1-4GlcNAcb-Sp0,120.61982500000002,0.2405499999999847,67.99009999999998,9.229625,58.3847,391.387325,228.22370000000004,187.388725,143.42,38.157275,50.03322500000001,75.697725,28.678925,1.0704000000000011,0.17777500000000135,-0.012200000000000877
[3OSO3]Galβ1-4GlcNAcβ-Sp8,[3OSO3]Galb1-4GlcNAcb-Sp8,(3S)Galb1-4GlcNAcb-Sp8,55.9015,62.01932499999998,45.565250000000006,62.14487499999996,33.1721,279.74442500000004,100.30379999999998,80.66002499999998,141.2463,7.634375,55.29257500000002,209.018775,7.685074999999998,1.979875,2.2159750000000003,-0.9111750000000028
[3OSO3]Galβ-Sp8,[3OSO3]Galb-Sp8,(3S)Galb-Sp8,144.19112500000003,165.78882499999997,105.36952500000002,89.31075000000001,91.752775,507.68157500000007,43.276175,71.13707499999998,115.876,16.894574999999996,19.90895,110.914325,18.810700000000004,1.6533499999999997,0.10842500000000044,3.1397749999999998
[4OSO3][6OSO3]Galβ1-4GlcNAcβ-Sp0,[4OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,(6S)(4S)Galb1-4GlcNAcb-Sp0,31.57457500000001,58.87420000000003,130.071875,106.653975,32.76742499999999,195.353375,65.514725,97.08945,135.83822499999997,15.940325,5.822599999999999,108.28412500000002,40.92205,2.387749999999997,3.47475,1.9584249999999983
[4OSO3]Galβ1-4GlcNAcβ-Sp8,[4OSO3]Galb1-4GlcNAcb-Sp8,(4S)Galb1-4GlcNAcb-Sp8,59.981325,105.351825,54.104725,66.53095,24.49665,310.48012499999993,86.828375,106.463525,56.01237500000001,11.055400000000002,12.432750000000002,57.94107499999999,10.843149999999998,4.620775000000001,6.318874999999999,1.81065
6-H2PO3Manα-Sp8,6-H2PO3Mana-Sp8,(6P)Mana-Sp8,163.61065000000005,222.12880000000004,81.92795000000002,138.019975,107.97064999999998,302.4225250000001,139.249625,92.692075,80.8834,25.285024999999994,24.540450000000003,223.302125,63.863225,1.5176749999999997,1.0370750000000006,0.4057750000000011
[6OSO3]Galβ1-4Glcβ-Sp0,[6OSO3]Galb1-4Glcb-Sp0,(6S)Galb1-4Glcb-Sp0,83.75315,85.183525,74.6105,175.23445000000004,132.88340000000002,640.96235,67.899025,83.02287499999998,74.86835,11.189925,28.636500000000005,105.9339,57.0444,2.6967,8.421674999999997,5.6043
[6OSO3]Galβ1-4Glcβ-Sp8,[6OSO3]Galb1-4Glcb-Sp8,(6S)Galb1-4Glcb-Sp8,97.77117500000004,116.79487499999998,75.36115000000002,67.79377500000001,244.18155000000004,810.4507,105.26682500000004,103.64034999999998,31.09967499999999,23.509300000000003,31.00587499999999,258.680925,29.501275000000003,-0.3908250000000004,3.1002500000000013,0.6571750000000005
[6OSO3]Galβ1-4GlcNAcβ-Sp8,[6OSO3]Galb1-4GlcNAcb-Sp8,(6S)Galb1-4GlcNAcb-Sp8,50.76762499999998,117.819275,110.839475,58.41522499999999,27.493150000000128,862.8769500000002,48.75630000000001,49.19885000000002,74.89382500000002,12.546449999999995,20.117025,43.693125,11.567174999999995,3.242775,0.4139500000000016,8.997475
[6OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,[6OSO3]Galb1-4[6OSO3]Glcb-Sp8,(6S)Galb1-4(6S)Glcb-Sp8,53.06927500000001,148.45082499999995,252.49712500000004,113.1797,319.424475,1125.4880500000004,195.7468,72.145625,169.3086,26.06665,44.6257,231.211625,44.35875,2.6629749999999994,4.3534500000000005,3.1585250000000014
Neu5Acα2-3[6OSO3]Galβ1-4GlcNAcβ-Sp8,Neu5Aca2-3[6OSO3]Galb1-4GlcNAcb-Sp8,Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8,33.93647500000003,82.50102499999997,14.748125,-23.13745,7.357549999999988,369.96490000000006,52.0564,82.43845000000005,71.55352500000002,29.965875000000004,81.6451,43.31895,255.72697500000007,1.7797749999999979,2.7253250000000007,-1.0214250000000016
[6OSO3]GlcNAcβ-Sp8,[6OSO3]GlcNAcb-Sp8,(6S)GlcNAcb-Sp8,15.564649999999983,67.951325,138.76960000000003,110.775375,41.409725,481.983775,105.93735000000002,38.884575,96.12445,33.6309,79.90880000000001,138.237575,25.7603,0.7916249999999998,-0.8850000000000007,-0.7691249999999981
[9NAc]Neu5Acα-Sp8,Neu5Ac(9Ac)a-Sp8,"Neu5,9Ac2a-Sp8",-0.13559999999995398,51.49490000000002,129.66005000000004,42.09270000000001,-16.693924999999993,315.296825,101.440725,92.796475,98.189525,26.502975,47.509525,44.675025,19.045550000000006,0.6770750000000003,-4.049550000000002,5.63585
[9NAc]Neu5Acα2-6Galβ1-4GlcNAcβ-Sp8,Neu5Ac(9Ac)a2-6Galb1-4GlcNAcb-Sp8,"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",15.754499999999993,24.563450000000003,41.680575,41.7468,26.773725,143.1124,82.73485,84.279725,5.879599999999997,35.044324999999986,87.15469999999998,210.111125,70.94240000000002,0.5380500000000001,5.645649999999998,0.8755249999999997
Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,186.410525,202.5442,122.40550000000002,49.6948,145.442975,11088.118425,296.3061,193.006625,28.67714999999999,8.484499999999997,20.464800000000004,78.9,11.286600000000005,0.573175,-0.5200250000000013,1.6357249999999992
Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,147.724025,217.14837500000007,195.371675,144.53345,195.577425,37912.62267500001,1153.2267999999995,679.1549,64.030225,7.8805,9.369174999999998,70.72105,47.07532499999999,-0.6398500000000005,6.373525000000001,3.741800000000001
GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,48.935,35.35565000000001,66.65225000000001,60.23635000000001,19.7855,38835.297999999995,4237.264400000001,861.6518000000003,56.67429999999999,5.753274999999999,23.405825,65.521,16.794749999999997,0.30570000000000164,-3.522000000000001,0.3975249999999999
GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,112.82967500000004,115.48805,44.10332499999999,24.418475000000008,200.595,42561.772174999984,11489.670374999998,1277.51995,65.88695,10.537125,16.061700000000002,54.990725,26.40095000000001,3.4290000000000016,-2.8299749999999984,-3.935425
Galβ1-4GlcNAcβ1-2Manα1-3(Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Galb1-4GlcNAcb1-2Mana1-3(Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,73.05364999999998,94.002725,89.7284,144.67365,57.70262500000001,39374.82425,5025.850175000001,1026.76615,42.82277500000002,57.2593,801.6403750000002,1086.44145,2579.915125,0.9089499999999989,1.2023750000000009,0.26330000000000103
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-N(LT)AVL,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-N(LT)AVL,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,70.05432500000003,85.26097500000002,32.39605000000002,12.028500000000006,98.44595,43823.1238,1271.686325,521.6586749999999,243.504275,24.3623,36.495,111.977175,53.674625,3.7482250000000015,6.672224999999999,7.954000000000009
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp8,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp8,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,102.67932499999998,189.14555,54.216675,27.743674999999985,59.2711,41646.648175,1917.5842,585.3262249999998,140.60377499999998,15.934224999999998,33.585325,29.70335,53.67352500000001,-0.3690750000000023,3.283700000000003,-0.892199999999999
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Man-a1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,83.83579999999998,91.53522499999998,42.398375,48.66149999999999,55.90355,43944.209175,1846.1597500000007,657.498175,69.355,6.581300000000002,5.816325000000001,71.31625,38.6585,3.7983999999999982,12.553175,-4.533874999999998
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,205.499725,157.02442499999995,117.811775,101.86025,379.3325,41410.462024999986,1023.135925,417.299325,52.82009999999998,26.878550000000004,30.40159999999999,54.95265,25.24845,0.8325250000000008,-1.9810250000000007,4.240175
Fucα1-2Galβ1-3GalNAcβ1-3Galα-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,56.2646,117.816975,131.42432499999995,120.7959,347.2059000000001,241.7188,144.89772500000004,76.05314999999997,80.67552500000002,244.561175,477.2212749999998,700.4947499999997,208.569075,1.0258749999999983,4.495675,10.571799999999996
Fucα1-2Galβ1-3GalNAcβ1-3Galα1-4Galβ1-4Glcβ-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,35.79707500000001,12.080650000000004,29.94182500000001,71.26875,113.77085000000002,312.024175,89.101475,98.423825,58.91477500000001,13.760600000000005,51.38612500000001,99.21255,51.2637,0.9250249999999998,4.8522,1.318399999999999
Fucα1-2Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8,47.29995,138.26004999999998,30.6783,72.29785000000003,72.42977500000003,183.95385,29.08675,60.12385,48.12965,15.282000000000005,33.187425000000005,143.354425,26.580875,-3.821450000000001,0.16520000000000046,8.713675000000002
Fucα1-2Galβ1-3GalNAcα-Sp8,Fuca1-2Galb1-3GalNAca-Sp8,Fuca1-2Galb1-3GalNAca-Sp8,48.16552500000001,77.49715,79.02235,87.28384999999999,71.78942500000002,209.71375,60.143425,78.23675,44.37230000000001,6.128774999999997,18.477575,96.90489999999998,12.015049999999995,0.3911499999999997,3.0577,5.408500000000003
