ancient,old,new,AAL-2 (0.1ug/ml) CFG#2473  Slide#:14742 11/30/2011 Alexa488  CMZ,AAL-2 (10ug/ml) CFG#2473  Slide#:14742 11/30/2011 Alexa488  CMZ,AAL-2 (200ug/ml) CFG#2473  Slide#:14735 11/29/2011 Alexa488  CMZ,rAAL-2 103ug/ml Slide#15874 CFG#2649 v5.1 Alexa594 10/16/12 HJ,Biotin-rAAL-2 (200ug/ml) CFG#2807  Slide#:16374 V5.1 05/23/2013 Alexa488  CMZ,AAL(fungal) (200ug/mL) Slide# 11468 CFG# 1743 02/12/2010 V4.1 Alexa488 CMZ,Fungal AAL (200ug/mL) Slide#12853 CFG#2003 STA 488 5/19/10 Hong,Fungal AAL-50 (50ug/mL) Slide# 11385 CFG#2003 Alexa488 5/25/10 Hong,Fungal AAL-1 (1ug/mL) Slide#11340 CFG#2003 Alexa488 5/21/10 Hong,Fungal AAL-0.1 (0.1ug/mL) Slide#11385 CFG#1066 Alexa488 5/21/10 Hong
[3OSO3]Galβ1-4Glcβ-Sp8,[3OSO3]Galb1-4Glcb-Sp8,(3S)Galb1-4Glcb-Sp8,29.959775,98.595725,79.597525,32.197875,7.870374999999999,537.7700750000001,5.311274999999998,4.942649999999999,5.533250000000002,3.8160000000000003
[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp0,[3OSO3]Galb1-4[6OSO3]Glcb-Sp0,(3S)Galb1-4(6S)Glcb-Sp0,10.438974999999996,98.0184,144.9898,19.81365,-3.4204750000000006,768.7002000000001,98.20982499999997,4.127075,1.7604249999999997,3.535725
[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,[3OSO3]Galb1-4[6OSO3]Glcb-Sp8,(3S)Galb1-4(6S)Glcb-Sp8,20.02365,28.363174999999995,40.3695,5.212424999999996,63.1681,3972.437225,13.877550000000005,4.245749999999998,3.1024000000000003,7.076500000000002
[3OSO3]Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,[3OSO3]Galb1-3(Fuca1-4)GlcNAcb-Sp8,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp8,8.25975,18.738,20.44125,10.252825,8.203949999999997,8.690024999999999,19.235625,2.4842999999999984,6.222524999999999,6.858
[3OSO3]Galβ1-3GalNAcα-Sp8,[3OSO3]Galb1-3GalNAca-Sp8,(3S)Galb1-3GalNAca-Sp8,7.866274999999996,17.4157,29.051050000000004,22.668725,5.7832750000000015,5840.4082,17.40915,4.91455,3.2198499999999988,7.640574999999999
[3OSO3]Galβ1-3GlcNAcβ-Sp0,[3OSO3]Galb1-3GlcNAcb-Sp8,(3S)Galb1-3GlcNAcb-Sp0,13.602324999999993,6.761850000000001,29.80284999999999,16.630850000000002,8.818024999999997,3258.46205,22.168375,7.40125,6.236699999999999,5.149625
[3OSO3]Galβ1-3GlcNAcβ-Sp8,,(3S)Galb1-3GlcNAcb-Sp8,4.938049999999997,29.812600000000003,22.272725000000005,10.699250000000003,3.1841500000000007,2070.1401,17.445449999999994,9.38065,1.7453500000000022,3.1317500000000016
[3OSO3]Galβ1-4(Fucα1-3)GlcNAc-Sp0,[3OSO3]Galb1-4(Fuca1-3)GlcNAc-Sp0 ,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0 ,47.19079999999999,54.9583,76.56990000000002,27.605925,10.720900000000002,20.6507,6.7341750000000005,5.116875,6.3792750000000025,11.483825
[3OSO3]Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,[3OSO3]Galb1-4(Fuca1-3)GlcNAcb-Sp8,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,-8.223125,5.12745,20.76075,19.479975000000003,4.060199999999998,9.248050000000006,10.112924999999997,2.785475,5.934224999999996,4.144300000000002
[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,(3S)Galb1-4(6S)GlcNAcb-Sp0,11.857174999999998,93.8461,222.096275,-6.923975000000002,4.950075,5658.400849999999,18.406575000000004,2.9421,5.4457,4.5656500000000015
[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp8,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp8,(3S)Galb1-4(6S)GlcNAcb-Sp8,7.553925000000001,37.36285000000001,51.78614999999999,9.6338,13.852825,5990.632000000001,49.74784999999999,6.20905,1.7795499999999975,9.107000000000001
[3OSO3]Galβ1-4GlcNAcβ-Sp0,[3OSO3]Galb1-4GlcNAcb-Sp0,(3S)Galb1-4GlcNAcb-Sp0,-0.4423250000000003,35.071549999999995,43.2518,13.921075000000002,5.117899999999995,3927.132350000001,22.774775,2.1317250000000003,8.944600000000003,6.119474999999999
[3OSO3]Galβ1-4GlcNAcβ-Sp8,[3OSO3]Galb1-4GlcNAcb-Sp8,(3S)Galb1-4GlcNAcb-Sp8,20.6298,34.84785000000001,53.16817500000001,24.020649999999996,13.431525,3814.30315,18.077975,9.177324999999998,2.121150000000001,7.111275000000003
[3OSO3]Galβ-Sp8,[3OSO3]Galb-Sp8,(3S)Galb-Sp8,12.652400000000007,36.558025,76.229725,8.327975000000002,-2.30655,26.279125000000004,7.430700000000001,0.3473249999999997,6.081075,3.5346499999999987
[4OSO3][6OSO3]Galβ1-4GlcNAcβ-Sp0,[4OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,(6S)(4S)Galb1-4GlcNAcb-Sp0,5.719849999999999,21.39415,18.03545,56.15415,3.801275,22.10657499999999,5.020724999999999,1.9085750000000008,4.582400000000002,2.5702750000000005
[4OSO3]Galβ1-4GlcNAcβ-Sp8,[4OSO3]Galb1-4GlcNAcb-Sp8,(4S)Galb1-4GlcNAcb-Sp8,11.667399999999995,26.697450000000003,37.127625000000016,-0.16507499999999808,1.4017499999999992,5.939725000000003,10.018975,4.139800000000001,6.239725000000004,1.8299499999999995
6-H2PO3Manα-Sp8,6-H2PO3Mana-Sp8,(6P)Mana-Sp8,2.588700000000003,62.49045000000001,96.78262500000002,17.104475,28.630425,60.728075,3.3870250000000004,5.6548500000000015,4.065375,4.617475
[6OSO3]Galβ1-4Glcβ-Sp0,[6OSO3]Galb1-4Glcb-Sp0,(6S)Galb1-4Glcb-Sp0,25.166025,26.1396,59.33729999999999,9.124124999999994,17.987600000000008,55.024249999999974,29.634975000000004,3.1504999999999987,9.410375000000004,6.2897250000000025
[6OSO3]Galβ1-4Glcβ-Sp8,[6OSO3]Galb1-4Glcb-Sp8,(6S)Galb1-4Glcb-Sp8,18.415575000000008,16.226975000000003,56.519575,16.914175000000004,8.064074999999999,63.55197499999997,4.649524999999995,3.3066499999999994,9.251724999999997,4.0973500000000005
[6OSO3]Galβ1-4GlcNAcβ-Sp8,[6OSO3]Galb1-4GlcNAcb-Sp8,(6S)Galb1-4GlcNAcb-Sp8,11.013875000000002,6.374150000000002,15.826149999999995,17.396424999999994,8.085399999999998,46.02005,3.3781000000000034,8.546674999999999,2.6391999999999993,5.34615
[6OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,[6OSO3]Galb1-4[6OSO3]Glcb-Sp8,(6S)Galb1-4(6S)Glcb-Sp8,45.377275,56.75705000000001,41.9794,19.9316,18.146225,32.913625,4.958275,3.774049999999999,3.7264500000000007,6.2121
Neu5Acα2-3[6OSO3]Galβ1-4GlcNAcβ-Sp8,Neu5Aca2-3[6OSO3]Galb1-4GlcNAcb-Sp8,Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8,4.551550000000004,8.148375000000009,40.272375,30.67967500000001,5.320299999999998,31.58455000000001,3.6862,5.813475000000002,3.633125,8.242049999999999
[6OSO3]GlcNAcβ-Sp8,[6OSO3]GlcNAcb-Sp8,(6S)GlcNAcb-Sp8,82.13730000000002,1162.2450499999998,9427.1941,18.127775,16612.550600000002,22317.377775000004,21.4966,99.847725,0.42954999999999893,3.08085
[9NAc]Neu5Acα-Sp8,Neu5Ac(9Ac)a-Sp8,"Neu5,9Ac2a-Sp8",26.271675,14.704674999999995,47.190900000000006,7.105274999999999,17.535925000000006,147.75157499999997,3.650075,3.7878000000000025,4.724074999999999,5.211025000000001
[9NAc]Neu5Acα2-6Galβ1-4GlcNAcβ-Sp8,Neu5Ac(9Ac)a2-6Galb1-4GlcNAcb-Sp8,"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",27.32785,25.641150000000003,20.886575,23.0174,8.675674999999998,63.47840000000001,6.288524999999996,6.751399999999999,9.521999999999998,6.854049999999999
Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,40.1409,64.86064999999999,45.59125,23.2295,14.586624999999994,1.28275,17.7755,4.051125,7.082700000000001,2.929825000000002
Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,50.64905,81.74027500000003,44.44764999999998,18.486,18.293125,90.2566,15.283250000000002,2.2744500000000007,5.046200000000002,3.38
GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,13.2488,28.491499999999995,53.89019999999999,19.485175000000005,1203.1830750000004,25210.617575,107.839475,4.0707,3.4632750000000003,6.370825000000003
GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,25.518675000000005,33.70212499999999,640.888675,15.589400000000005,5609.7965,28012.288050000006,1657.6091750000005,9.516175,7.295300000000001,3.196525000000001
Galβ1-4GlcNAcβ1-2Manα1-3(Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Galb1-4GlcNAcb1-2Mana1-3(Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,9.401849999999998,12.073925000000004,16.7605,10.811225,13.734925000000004,23.53545,36.0033,5.106349999999999,3.50075,6.956199999999997
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-N(LT)AVL,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-N(LT)AVL,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,6.501099999999999,42.0015,27.608675,25.33035,5.738150000000003,120.9413,40.33665000000001,6.520750000000001,5.087050000000001,5.800774999999999
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp8,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp8,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,15.11535,10.78135,11.854449999999998,32.10572499999999,11.834099999999996,27.281450000000003,32.75575,6.791375,6.444175,5.779224999999999
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Man-a1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,10.876299999999995,30.23422500000001,21.5376,19.708475,11.751100000000005,16.202400000000008,17.267700000000005,-0.4965499999999992,8.266925,10.612824999999997
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,41.93337500000001,68.17727500000001,30.712999999999994,22.540050000000004,7.030325000000008,18.187925,35.90980000000001,8.228349999999997,2.429549999999999,6.42795
Fucα1-2Galβ1-3GalNAcβ1-3Galα-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,33.31705,32.330225,28.892650000000003,33.810975,16.352724999999996,21.161624999999987,7.839825000000002,14.811849999999994,8.61925,7.491050000000002
Fucα1-2Galβ1-3GalNAcβ1-3Galα1-4Galβ1-4Glcβ-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,24.54415,33.6734,47.60475,11.253299999999996,8.67805,21.98182500000001,10.410250000000003,1.376475,4.629649999999999,7.005849999999998
Fucα1-2Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8,-2.87535,24.892625,31.582275000000006,17.277874999999998,70.7515,33.17435000000002,15.571749999999998,1.5477999999999996,1.3935249999999997,3.691925
Fucα1-2Galβ1-3GalNAcα-Sp8,Fuca1-2Galb1-3GalNAca-Sp8,Fuca1-2Galb1-3GalNAca-Sp8,14.134400000000005,31.5036,31.39315,23.6123,-0.0451250000000023,48.4181,3.0691749999999995,4.4366,3.3546249999999995,5.233599999999999
Fucα1-2Galβ1-3GalNAcα-Sp14,Fuca1-2Galb1-3GalNAca-Sp14,Fuca1-2Galb1-3GalNAca-Sp14,13.978450000000002,40.172825,20.699925,7.286775,3.3465500000000006,306.7055999999999,2.744225000000001,2.8020499999999995,6.014224999999999,3.710549999999999
Fucα1-2Galβ1-3GalNAcβ1-4(Neu5Acα2-3)Galβ1-4Glcβ-Sp0,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,6.242300000000002,24.703624999999995,63.03417499999999,15.842474999999995,0.8337999999999992,12.38205,9.742449999999996,4.795225000000001,5.0546250000000015,8.450349999999998
Fucα1-2Galβ1-3GalNAcβ1-4(Neu5Acα2-3)Galβ1-4Glcβ-Sp9,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9,-2.0375749999999986,42.6471,45.74525000000001,11.456575,-0.5239000000000011,38.934275,6.101949999999999,4.482675,4.0883,0.6061249999999996
Fucα1-2Galβ1-3GlcNAcβ1-3Galβ1-4Glcβ-Sp8,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp8,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp8,25.5013,14.944224999999996,40.46207500000001,24.71465,1.6951999999999998,3664.5635250000014,4.642699999999998,7.67075,5.573575000000003,4.530625
Fucα1-2Galβ1-3GlcNAcβ1-3Galβ1-4Glcβ-Sp10,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,8.183450000000002,5.2142750000000015,18.781275,29.83105,13.678175000000005,4238.453950000001,12.688950000000002,3.5566500000000003,7.231150000000001,8.371925
Fucα1-2Galβ1-3GlcNAcβ-Sp0,Fuca1-2Galb1-3GlcNAcb-Sp0,Fuca1-2Galb1-3GlcNAcb-Sp0,20.11425,5.0482,37.6737,10.410150000000002,20.364524999999983,59.082,7.614399999999998,8.0475,1.651675,2.9377499999999994
Fucα1-2Galβ1-3GlcNAcβ-Sp8,Fuca1-2Galb1-3GlcNAcb-Sp8,Fuca1-2Galb1-3GlcNAcb-Sp8,9.09675,37.280425,49.98885,11.752074999999996,7.5805500000000015,17.285024999999987,5.230075,4.550874999999999,10.1962,3.3133500000000007
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,19.256925000000006,10.649525,19.889625,25.179549999999995,7.366674999999997,44.24550000000001,4.934350000000001,11.805525000000005,2.06475,14.294874999999998
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,31.187275,47.79667499999999,32.660625,12.7825,7.476050000000001,54.62304999999998,7.196049999999998,7.643725,6.503824999999999,5.6445500000000015
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,15.900849999999995,33.337675000000004,27.77287500000001,17.12025,1.171524999999999,27.044799999999995,6.857199999999998,6.082275,5.09085,3.7297750000000014
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8,25.2022,24.577175,28.13835,16.990525,8.648350000000004,30.21362500000004,6.022825000000001,6.881825,5.578624999999999,7.318774999999998
Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,5.96425,10.73035,24.69755,21.571200000000005,9.662349999999991,27.57505,6.012174999999997,1.839225,8.355774999999998,0.231725
Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,20.824075000000004,12.13885,26.681525,16.5025,-3.8883500000000013,61.44065000000001,10.063575000000002,8.413025000000003,7.490100000000003,2.7165750000000006
Fucα1-2Galβ1-4GlcNAcβ-Sp0,Fuca1-2Galb1-4GlcNAcb-Sp0,Fuca1-2Galb1-4GlcNAcb-Sp0,11.282025,20.26895,20.538524999999996,5.679274999999998,0.34314999999999873,25.918425,12.761200000000004,9.976075,3.410625,3.1137250000000014
Fucα1-2Galβ1-4GlcNAcβ-Sp8,Fuca1-2Galb1-4GlcNAcb-Sp8,Fuca1-2Galb1-4GlcNAcb-Sp8,11.997350000000004,34.708,26.96410000000001,10.985824999999998,-17.869175,47.19370000000001,8.080774999999997,2.3972000000000016,7.010975,2.778925
