ancient,old,new,MAL I (0.1ug/ml) Slide#13881 rRequest#2342 Alexa488 6/8/2011 YL,MAL I (1ug/ml) Slide#13882 rRequest#2342 Alexa488 6/8/2011 YL,MAL I (10ug/ml) Slide#13883 rRequest#2342 Alexa488 6/8/2011 YL,MAL I (100ug/ml) Slide#13881 rRequest#2342 Alexa488 6/8/2011 YL,MAA 0.1ug/ml Slide#13634 CFG#non v5.0 Alexa488 4/11/11 HJ,MAA 1ug/ml Slide#13678 CFG#non v5.0 Alexa488 4/15/11 HJ,MAA 10ug/ml Slide#13634 CFG#non v5.0 Alexa488 4/11/11 HJ,MAA 100ug/ml Slide# 13678 CFG#non v5.0 Alexa488 4/15/11 HJ,MAA(Seikagaku) (0.1ug/ml) Slide#:14284 Cfg#2342 07/22/2011 V5.0 Alexa488 CMZ,MAA(Seikagaku) (1ug/ml) Slide#:14291 Cfg#2342 07/25/2011 V5.0 Alexa488 CMZ,MAA(Seikagaku) (10ug/ml) Slide#:14290 Cfg#2342 07/25/2011 V5.0 Alexa488 CMZ,MAA(Seikagaku) (100ug/ml) Slide#:14284 Cfg#2342 07/22/2011 V5.0 Alexa488 CMZ,MAL II (0.1ug/ml) Slide#13884 rRequest#2342 Alexa488 6/8/2011 YL,MAL II (1ug/ml) Slide#13885 rRequest#2342 Alexa488 6/8/2011 YL,MAL II (10ug/ml) Slide#13886 rRequest#2342 Alexa488 6/8/2011 YL,MAL II (100 ug/ml) Slide#13884 rRequest#2342 Alexa488 6/8/2011 YL
Neu5Acβ-Sp8,Galb-Sp8,Neu5Acb-Sp8,2.81955,13.413250000000007,-0.5609999999999999,1.4861500000000127,-9.621974999999997,-27.192525000000003,-23.42387500000001,-117.28674999999998,-11.7976,3.1213999999999995,-12.259174999999995,4.3318000000000145,-3.7939500000000015,-0.29170000000000584,4.770900000000005,113.63067499999994
Galβ-Sp8,Glcb-Sp8,Galb-Sp8,17.045799999999996,28.1369,34.04615,110.475875,8.518450000000001,-12.23045,-5.71255,-59.893900000000016,6.2312249999999985,14.316474999999995,9.103375,39.96795,32.47607500000001,19.155249999999995,48.23902500000001,193.7094
Glcβ-Sp8,Manb-Sp8,Glcb-Sp8,2.6036749999999955,11.350949999999996,16.110100000000006,33.34620000000001,2.6380749999999993,2.4033750000000023,11.298675000000005,-9.18385,14.413699999999995,8.309024999999998,-5.627000000000002,20.7157,14.78165,18.48195,609.6561999999999,739.43075
Manβ-Sp8,GalNAcb-Sp8,Manb-Sp8,8.432574999999996,8.507200000000001,32.844025,24.10045,15.766075000000004,3.8339750000000015,36.387225,-7.498800000000001,10.575,19.17327499999999,19.22015,30.735949999999995,0.7459249999999997,2.76295,618.66355,962.841625
GalNAcβ-Sp8,GlcNAcb-Sp0,GalNAcb-Sp8,2.728650000000002,7.281849999999999,15.1525,-7.915850000000002,10.054099999999998,6.828375000000002,3.219549999999998,-7.580600000000004,20.8011,3.773274999999997,9.7646,25.718425000000003,24.719125,7.207900000000006,13.153324999999988,-4.654775000000004
GlcNAcβ-Sp0,GlcNAcb-Sp8,GlcNAcb-Sp0,22.121525,0.3794250000000012,-1.601124999999998,12.8576,-0.4567000000000014,9.331274999999998,8.991575000000003,-18.22305,0.2940499999999986,9.29565,8.643525,5.783725,-7.403949999999997,-4.923774999999999,-2.8262249999999938,67.85444999999999
GlcNAcβ-Sp8,,GlcNAcb-Sp8,4.091624999999997,7.127850000000004,21.641224999999995,4.9654000000000025,1.2825500000000023,-7.792274999999997,29.43415000000001,7.413425000000004,0.6570999999999998,7.5485250000000015,31.482175000000005,10.603224999999998,-5.519099999999996,4.397375000000004,25.696449999999995,18.359
GlcN(Gc)β-Sp8,GlcN(Gc)b-Sp8,GlcN(Gc)b-Sp8,-2.1237249999999968,11.833325000000006,13.072324999999996,-6.224274999999995,-0.8839749999999977,1.374375,15.798375,40.89795000000001,5.754674999999998,22.208649999999995,12.54855,16.25285,13.543375000000005,17.045200000000005,28.412400000000005,154.5287
Galβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcα-Sp8,Galb1-4GlcNAcb1-3(Galb1-4GlcNAcb1-6)GalNAca-Sp8,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8,39.69865,11.8557,-1.590599999999997,27.393300000000004,-2.239375,-16.827575,8.400424999999998,256.97987500000005,7.120049999999999,6.986724999999996,17.614825,1179.539575,0.3093249999999994,-2.647074999999999,-0.9887500000000032,12.888799999999973
,,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAc-Sp14,3.0310750000000013,24.89717499999999,15.230275000000002,6.629750000000001,0.058474999999994275,-0.8302250000000022,10.0711,-72.000775,3.940199999999997,12.6614,7.601225000000001,2.9906749999999995,11.749600000000008,1.262475000000002,8.043374999999997,124.0504
GlcNAcβ1-3(GlcNAcβ1-4)(GlcNAcβ1-6)GlcNAc-Sp8,GlcNAcb1-3(GlcNAcb1-4)(GlcNAcb1-6)GlcNAc-Sp8,GlcNAcb1-6(GlcNAcb1-4)(GlcNAcb1-3)GlcNAc-Sp8,6.795400000000001,11.005899999999993,13.134250000000002,0.22107500000000613,9.336824999999996,-10.8869,-11.9906,37.45722500000001,8.074250000000001,0.6165500000000002,4.969074999999998,-0.19982500000000056,4.202625000000001,5.673650000000002,15.737750000000002,-60.195325
[3OSO3][6OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,[3OSO3][6OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,6S(3S)Galb1-4(6S)GlcNAcb-Sp0,-8.199399999999997,148.82899999999995,1318.981175,2989.8042,-15.345299999999995,-3.6057749999999933,150.473825,6729.06605,541.5428750000002,1392.779675,4405.3789000000015,8037.1338,-8.047399999999996,-13.922350000000005,751.91885,7074.975574999999
[3OSO3][6OSO3]Galβ1-4GlcNAcβ-Sp0,[3OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,6S(3S)Galb1-4GlcNAcb-Sp0,-16.450524999999992,-0.3712000000000053,-12.8982,1.2829500000000067,-18.13145,-1.330425,-8.267074999999998,1647.5138250000002,2.181575,4.7266499999999985,5.604524999999999,26.32840000000001,1.7652249999999938,2.8453,-6.837624999999999,-122.613125
[3OSO3]Galβ1-4(Fucα1-3)[6OSO3]Glc-Sp0,[3OSO3]Galb1-4(Fuca1-3)[6OSO3]Glc-Sp0,(3S)Galb1-4(Fuca1-3)(6S)Glc-Sp0,404.54917500000016,467.35907500000013,759.4925499999998,1770.1744250000004,4.777374999999998,20.376400000000007,31.247675000000008,-80.06569999999994,268.256625,497.8242,1465.3879499999994,2624.7153499999995,173.78852500000005,115.71987500000004,137.750775,738.0663000000002
[3OSO3]Galβ1-4Glcβ-Sp8,[3OSO3]Galb1-4Glcb-Sp8,(3S)Galb1-4Glcb-Sp8,513.800925,2568.215575,10002.389000000001,15800.783575,12.0553,173.69172500000005,5733.8511,20334.606675000006,3372.69945,7422.021674999999,18346.9567,29255.186675000004,8.558074999999997,47.86387499999999,2894.1720749999995,14658.36805
[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp0,[3OSO3]Galb1-4[6OSO3]Glcb-Sp0,(3S)Galb1-4(6S)Glcb-Sp0,528.833725,3918.9320249999987,9845.58355,15487.244274999995,20.64125,351.801875,3712.655675,23507.043625,5519.072174999998,12157.706000000002,21754.349025000003,30480.265675,9.431449999999998,478.47049999999984,7237.27325,28583.265799999994
[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,[3OSO3]Galb1-4[6OSO3]Glcb-Sp8,(3S)Galb1-4(6S)Glcb-Sp8,972.74195,4816.878400000001,12484.724324999996,18063.596074999994,17.979000000000006,218.32775,7003.98785,31944.069650000005,5529.856725,11892.648325,29040.962975,47015.951175,0.2648750000000035,475.17557500000015,10172.8836,27769.830175
[3OSO3]Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,[3OSO3]Galb1-3(Fuca1-4)GlcNAcb-Sp8,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp8,-6.319650000000001,0.04359999999999964,-7.18275,1.619749999999998,9.565700000000003,-1.5505250000000004,0.5545250000000035,-34.46925,6.94115,22.308674999999994,6.14015,17.23975,-8.503774999999996,-6.661574999999999,-10.967624999999998,72.20052500000001
[3OSO3]Galβ1-3GalNAcα-Sp8,[3OSO3]Galb1-3GalNAca-Sp8,(3S)Galb1-3GalNAca-Sp8,-6.225150000000004,-10.251849999999996,430.4278000000001,3498.030825,-7.25625,0.5758500000000044,97.09824999999998,25.601299999999966,45.941949999999984,72.247375,985.0668250000003,12871.729175,518.93415,3819.8324,29439.482874999994,41073.73435
[3OSO3]Galβ1-3GlcNAcβ-Sp0,[3OSO3]Galb1-3GlcNAcb-Sp8,(3S)Galb1-3GlcNAcb-Sp0,30.656575000000004,743.2845,4516.802225,9785.75045,-5.779774999999999,-2.805,15.810450000000005,550.152375,885.3163499999998,2621.9222999999993,11155.786224999994,24180.22792500001,-4.483775,364.37205000000006,9128.29035,36489.856475
[3OSO3]Galβ1-3GlcNAcβ-Sp8,,(3S)Galb1-3GlcNAcb-Sp8,42.71705,814.6554,3974.9424,10866.55745,-11.280925000000002,13.77555,20.459675000000004,358.231225,1045.2902,2742.9387750000005,12909.20365,31623.416825,-11.915775000000053,362.25299999999993,9587.149050000002,33772.847249999984
[3OSO3]Galβ1-4(Fucα1-3)GlcNAc-Sp0,[3OSO3]Galb1-4(Fuca1-3)GlcNAc-Sp0 ,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0 ,1.883075,5.353275000000002,5.024699999999996,11.769375,0.9555749999999996,-1.8364749999999983,10.648075,-119.00397499999998,31.016,24.237149999999996,23.2182,40.94459999999999,12.971324999999995,14.919899999999995,10.511524999999988,-23.48944999999999
[3OSO3]Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,[3OSO3]Galb1-4(Fuca1-3)GlcNAcb-Sp8,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,-2.1777249999999992,0.030975000000005082,6.462975000000004,73.10490000000001,-5.2705500000000045,11.202100000000002,2.9383999999999983,246.7565,5.640599999999992,10.413275,13.455025,18.970900000000007,-23.49775000000001,-11.630149999999995,-10.901799999999998,65.56549999999999
[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,(3S)Galb1-4(6S)GlcNAcb-Sp0,631.5029499999998,3089.01115,9808.771325,17496.534075000003,57.48440000000001,707.6402249999999,4561.19145,39969.516049999984,5591.138350000001,12192.13905,26135.3663,40293.74807500002,-5.327174999999997,567.836775,8712.667125000002,23288.7038
[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp8,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp8,(3S)Galb1-4(6S)GlcNAcb-Sp8,686.6591249999999,3740.4185,10529.5449,20383.180675000003,25.712575,812.6446999999997,6333.987650000001,40944.8923,5226.974875,12819.304075000002,32968.68177499998,42038.39295,-18.519400000000005,1004.0987999999996,9638.646775,24028.3271
[3OSO3]Galβ1-4GlcNAcβ-Sp0,[3OSO3]Galb1-4GlcNAcb-Sp0,(3S)Galb1-4GlcNAcb-Sp0,388.670025,2354.356025,8391.200174999998,18775.7998,24.86685000000001,437.371425,4578.8869,39099.814800000015,4138.941175,9617.132899999997,24980.83555,39907.49165,0.3915249999999979,137.04390000000004,5295.3929,23410.186849999995
[3OSO3]Galβ1-4GlcNAcβ-Sp8,[3OSO3]Galb1-4GlcNAcb-Sp8,(3S)Galb1-4GlcNAcb-Sp8,257.6948,2903.147225000001,9320.086725,15930.381375000004,72.63305,745.2049249999999,5421.4146,31866.4602,3511.5193500000005,9737.141025,28120.288625,34283.196500000005,15.156374999999995,-1.6338000000000008,2426.996350000001,14430.26135
[3OSO3]Galβ-Sp8,[3OSO3]Galb-Sp8,(3S)Galb-Sp8,1.7270500000000035,438.3845000000002,2573.514324999999,5765.643375,3.3930999999999987,5.7104,-9.33785,-7.7989000000000015,209.67745,869.3635,4330.959825,14687.201399999998,26.960175,1159.790875,11699.9689,29993.296775000006
[4OSO3][6OSO3]Galβ1-4GlcNAcβ-Sp0,[4OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,(6S)(4S)Galb1-4GlcNAcb-Sp0,-11.20005,-8.804699999999997,-10.11485,-11.159925,-7.742049999999997,-3.778925,-5.585175,8.531975000000003,7.763075000000002,2.759925,5.939725000000001,15.084674999999995,26.900175,-5.936149999999998,-34.671075,12.960475000000002
[4OSO3]Galβ1-4GlcNAcβ-Sp8,[4OSO3]Galb1-4GlcNAcb-Sp8,(4S)Galb1-4GlcNAcb-Sp8,-4.435549999999999,114.028175,527.1759000000002,988.531275,2.9082500000000024,-1.0773749999999982,2.217125000000003,1262.5576749999998,102.2086,235.35902500000003,1066.763675,2288.4921,-3.882050000000003,-12.072550000000005,-15.703849999999996,20.4947
6-H2PO3Manα-Sp8,6-H2PO3Mana-Sp8,(6P)Mana-Sp8,16.651750000000003,33.40644999999999,5.862349999999994,-3.6722250000000014,3.327475,-7.703425000000002,9.766324999999998,1.2111750000000114,13.897200000000002,6.7265250000000005,12.399649999999998,35.52042499999999,13.588175000000005,7.565799999999997,56.82910000000002,73.23252500000002
[6OSO3]Galβ1-4Glcβ-Sp0,[6OSO3]Galb1-4Glcb-Sp0,(6S)Galb1-4Glcb-Sp0,15.28985,25.518975,9.98725,-5.6319,-1.222525000000001,-2.6040249999999983,8.413699999999999,9.179149999999991,14.535075000000004,8.540225000000001,9.503325,14.6224,-4.4044000000000025,-2.5033500000000046,-9.242324999999996,143.78752499999996
[6OSO3]Galβ1-4Glcβ-Sp8,[6OSO3]Galb1-4Glcb-Sp8,(6S)Galb1-4Glcb-Sp8,-4.706200000000001,2.7857000000000016,15.195849999999995,3.6277749999999958,11.038700000000002,8.66565,23.87082500000001,138.81492500000002,14.27765,9.2223,17.040325,28.58282500000001,11.523650000000005,8.193875000000004,6.544775000000005,41.3206
[6OSO3]Galβ1-4GlcNAcβ-Sp8,[6OSO3]Galb1-4GlcNAcb-Sp8,(6S)Galb1-4GlcNAcb-Sp8,-2.531575000000004,202.79447500000006,1102.0641500000004,2370.070575,-9.736225,6.338874999999998,125.89990000000002,6382.285824999997,362.72744999999986,654.1665,2861.1471999999994,6227.387525000001,-26.279,-27.0331,-26.713125,-17.972424999999994
[6OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,[6OSO3]Galb1-4[6OSO3]Glcb-Sp8,(6S)Galb1-4(6S)Glcb-Sp8,-14.816625000000002,21.298025,12.356500000000004,-16.394274999999993,5.458675000000001,-7.871125000000001,3.1502,236.15670000000003,0.8876750000000007,5.140825,3.2517500000000013,3.59385,11.821425000000005,10.6828,9.40155,87.745325
Neu5Acα2-3[6OSO3]Galβ1-4GlcNAcβ-Sp8,Neu5Aca2-3[6OSO3]Galb1-4GlcNAcb-Sp8,Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8,15.832299999999995,19.276450000000004,-1.83315,11.317550000000004,-4.032899999999998,-1.828850000000001,-24.312625,852.7523000000001,-1.1956500000000014,6.670950000000001,0.6621250000000023,5.215524999999999,1.4498750000000058,-5.152324999999994,-45.28709999999999,-55.72877499999999
[6OSO3]GlcNAcβ-Sp8,[6OSO3]GlcNAcb-Sp8,(6S)GlcNAcb-Sp8,-13.632400000000004,11.697450000000005,-4.717175000000001,-40.736025,-19.220075,1.0215750000000003,-5.314275000000004,2089.59785,2.387624999999998,11.263649999999998,3.6735000000000007,7.8425,-3.765925000000003,-8.933425000000002,-18.481150000000003,-94.9888
[9NAc]Neu5Acα-Sp8,Neu5Ac(9Ac)a-Sp8,"Neu5,9Ac2a-Sp8",14.787975000000005,-13.985074999999988,-18.600875000000006,-20.771424999999986,-9.732025,-6.381024999999998,-23.039400000000004,-19.681175,8.791175,4.795175,4.067875,1.2963250000000004,-48.6625,-3.0533750000000026,-28.3778,-85.7196
[9NAc]Neu5Acα2-6Galβ1-4GlcNAcβ-Sp8,Neu5Ac(9Ac)a2-6Galb1-4GlcNAcb-Sp8,"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",-3.775025000000001,-2.9317,-7.707649999999999,-4.888025000000002,-10.768975,-9.17805,-12.946325000000005,-11.827924999999993,2.045650000000001,4.117175,9.981499999999992,1.1537249999999997,2.8472750000000016,-7.984799999999996,-15.2537,75.65877500000002
Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,14.180975,-5.786574999999999,6.407950000000002,4.365550000000002,16.229099999999995,13.039074999999995,12.358125,-28.856225,13.213125,18.05675,1.1535000000000002,22.234525,-1.9989999999999968,-3.4475750000000005,-3.0024249999999952,76.40162500000002
Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,10.493125,2.012725000000046,-3.992899999999999,11.876699999999996,8.624274999999997,-5.051549999999997,-16.314525000000003,-73.41305,19.104400000000005,21.9499,19.285975,-3.5273250000000185,16.68070000000001,3.449400000000004,6.1220500000000015,17.586225000000013
GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,6.880075000000002,4.704324999999999,-0.4868250000000014,14.377799999999995,7.504325,18.733349999999994,13.62275,-23.5926,10.155675,8.174924999999998,20.756275,17.928725,-4.306949999999995,-1.002525000000002,3.8525,101.536675
GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,7.3599,1.1478500000000018,-1.5260000000000034,3.5724249999999986,-1.9522499999999976,1.7476749999999956,-16.281149999999997,-72.08304999999999,5.1843249999999985,5.5252500000000015,7.695649999999999,27.04912500000001,-2.9242250000000016,12.900399999999998,4.328325,-3.091825000000004
Galβ1-4GlcNAcβ1-2Manα1-3(Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Galb1-4GlcNAcb1-2Mana1-3(Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,-1.5573250000000023,-1.894325000000002,3.859625000000003,-3.0359500000000037,10.581575,-4.4304000000000014,6.05625,-52.795325,8.1859,5.239525,24.378975,123.82615,2.503950000000001,1.8796,3.1098250000000043,-15.167275000000005
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-N(LT)AVL,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-N(LT)AVL,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,1.9896499999999997,6.526499999999999,2.8270999999999984,-10.689650000000002,-3.2502749999999985,-6.216199999999999,-0.9120499999999973,41.20135000000003,7.019975000000002,5.6719,8.417,23.6537,-8.991100000000003,5.200925000000005,20.412100000000013,35.646625
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp8,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp8,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,21.317874999999994,8.113300000000002,1.325625,-11.171875,15.9954,-11.263250000000005,-6.0623749999999985,-85.82379999999998,8.588899999999999,7.627100000000001,10.636075000000009,8.633975000000001,-8.8688,-10.804075,-0.3478250000000003,-21.4197
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Man-a1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,4.530049999999999,9.431525,11.783475000000005,5.512475000000002,7.034199999999999,-7.605774999999998,3.60155,12.623075000000016,5.70185,5.448499999999999,1.5577500000000022,10.344699999999989,3.3254750000000013,5.138425000000002,18.757575000000006,-47.21225000000001
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,2.046725000000002,11.168125,16.706349999999997,5.092824999999999,-2.976475000000004,14.62785,-9.090100000000009,3.014425000000003,12.2075,13.1664,23.00675,20.55895,16.940825,39.6929,11.803950000000004,9.596424999999996
Fucα1-2Galβ1-3GalNAcβ1-3Galα-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,5.48725,65.76307500000001,35.5574,30.390675,20.855124999999994,-14.803700000000005,4.6939750000000044,-351.51542500000005,4.261475000000001,8.168799999999997,5.597649999999998,38.843975000000015,17.1498,40.814825000000006,31.855650000000004,909.39965
