ancient,old,new,LCA (0.1ug/ml) Slide#13932  rRequest#2342 Alexa488 6/14/2011 YL,LCA (1ug/ml) Slide#13933  rRequest#2342 Alexa488 6/14/2011 YL,LCA (10ug/ml) Slide#13934  rRequest#2342 Alexa488 6/14/2011 YL,LCA (100 ug/ml) Slide#13932  rRequest#2342 Alexa488 6/14/2011 YL,LcH (0.1ug/ml) Slide#15040  rRequest#2342 Alexa488 1/27/2012 YL,LcH (1ug/ml) Slide#15050 rRequest#2342 Alexa488 1/30/2012 YL,LcH (10ug/ml) slide#15049 rRequest#2342 Alexa488 1/30/2012 YL,LcH (100ug/ml) Slide#15040 rRequest#2342 Alexa488 1/27/2012 YL
GlcN(Gc)β-Sp8,GlcN(Gc)b-Sp8,GlcN(Gc)b-Sp8,26.86585000000001,4.1175500000000005,15.363425000000005,15.718950000000007,16.330400000000004,7.688700000000002,21.570849999999997,10.112649999999988
Galβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcα-Sp8,Galb1-4GlcNAcb1-3(Galb1-4GlcNAcb1-6)GalNAca-Sp8,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8,17.4414,7.343399999999999,18.441925,3.338274999999996,14.844275,13.044550000000005,3.654799999999996,36.644475
,,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAc-Sp14,9.71335,27.07034999999999,1.7214999999999991,5.681700000000002,21.96985000000007,16.542,29.89835000000001,32.391825000000004
GlcNAcβ1-3(GlcNAcβ1-4)(GlcNAcβ1-6)GlcNAc-Sp8,GlcNAcb1-3(GlcNAcb1-4)(GlcNAcb1-6)GlcNAc-Sp8,GlcNAcb1-6(GlcNAcb1-4)(GlcNAcb1-3)GlcNAc-Sp8,16.479274999999994,1.6288500000000017,4.941124999999998,5.056224999999999,14.364100000000002,9.8225,1.9022249999999976,5.198174999999999
[3OSO3][6OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,[3OSO3][6OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,6S(3S)Galb1-4(6S)GlcNAcb-Sp0,2.15475,4.0397250000000025,2.1707999999999963,-3.3879749999999986,8.230199999999996,17.678300000000004,1.1088249999999975,78.54950000000002
[3OSO3][6OSO3]Galβ1-4GlcNAcβ-Sp0,[3OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,6S(3S)Galb1-4GlcNAcb-Sp0,0.15237499999999926,18.326350000000005,15.941925000000007,-6.1699,12.810625,20.540975,11.647800000000002,15.227275
[3OSO3]Galβ1-4(Fucα1-3)[6OSO3]Glc-Sp0,[3OSO3]Galb1-4(Fuca1-3)[6OSO3]Glc-Sp0,(3S)Galb1-4(Fuca1-3)(6S)Glc-Sp0,34.55007499999999,21.909025,63.76705000000001,36.92885,18.322650000000007,46.992775,62.732225,21.71990000000005
[3OSO3]Galβ1-4Glcβ-Sp8,[3OSO3]Galb1-4Glcb-Sp8,(3S)Galb1-4Glcb-Sp8,21.182550000000006,7.6574750000000025,7.502575000000002,2.4266500000000004,22.184224999999994,13.30165,20.802875,33.113899999999994
[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp0,[3OSO3]Galb1-4[6OSO3]Glcb-Sp0,(3S)Galb1-4(6S)Glcb-Sp0,3.794775000000001,7.864649999999998,17.519625000000005,15.803449999999994,11.971175,13.205649999999995,8.190475,12.791124999999996
[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,[3OSO3]Galb1-4[6OSO3]Glcb-Sp8,(3S)Galb1-4(6S)Glcb-Sp8,8.387899999999995,9.336074999999996,8.032075,5.234975,29.372,10.320925,15.440674999999995,170.724125
[3OSO3]Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,[3OSO3]Galb1-3(Fuca1-4)GlcNAcb-Sp8,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp8,4.53,5.059350000000002,-2.454575,5.395674999999995,10.2768,11.535774999999996,5.903400000000001,38.22477500000001
[3OSO3]Galβ1-3GalNAcα-Sp8,[3OSO3]Galb1-3GalNAca-Sp8,(3S)Galb1-3GalNAca-Sp8,8.300875,-0.5868999999999982,-3.715124999999999,-2.0076,9.331275,18.540425,10.843049999999998,27.85145
[3OSO3]Galβ1-3GlcNAcβ-Sp0,[3OSO3]Galb1-3GlcNAcb-Sp8,(3S)Galb1-3GlcNAcb-Sp0,23.281975,1.9978250000000009,5.779499999999999,3.971375000000002,14.183275000000002,14.823874999999996,0.832250000000001,2.3318250000000003
[3OSO3]Galβ1-3GlcNAcβ-Sp8,,(3S)Galb1-3GlcNAcb-Sp8,11.07885,5.3803,2.7848499999999987,8.707550000000001,14.514625000000002,23.89847500000005,22.80400000000001,28.475475000000007
[3OSO3]Galβ1-4(Fucα1-3)GlcNAc-Sp0,[3OSO3]Galb1-4(Fuca1-3)GlcNAc-Sp0 ,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0 ,19.38635,11.64995,22.83342500000001,12.342824999999998,19.714025,28.67850000000001,48.35762500000001,37.488575
[3OSO3]Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,[3OSO3]Galb1-4(Fuca1-3)GlcNAcb-Sp8,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,6.361525,-0.12197500000000085,5.571425000000001,7.215124999999995,8.58975,5.136350000000002,19.441625,27.73025
[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,(3S)Galb1-4(6S)GlcNAcb-Sp0,10.479699999999994,12.798899999999998,4.396675,1.6936749999999992,12.580450000000004,8.705699999999998,17.307625,36.88865000000001
[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp8,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp8,(3S)Galb1-4(6S)GlcNAcb-Sp8,2.9636250000000017,3.058125,13.881550000000002,1.0707749999999976,6.301,12.696449999999995,14.008775000000002,28.6177
[3OSO3]Galβ1-4GlcNAcβ-Sp0,[3OSO3]Galb1-4GlcNAcb-Sp0,(3S)Galb1-4GlcNAcb-Sp0,1.9175250000000013,12.832275,4.059549999999998,9.009575,3.828825,5.627025,22.97195000000001,16.735200000000006
[3OSO3]Galβ1-4GlcNAcβ-Sp8,[3OSO3]Galb1-4GlcNAcb-Sp8,(3S)Galb1-4GlcNAcb-Sp8,11.427100000000005,10.7254,20.568700000000007,1.7724499999999983,10.696100000000008,28.4289,14.110149999999996,16.289575
[3OSO3]Galβ-Sp8,[3OSO3]Galb-Sp8,(3S)Galb-Sp8,-1.844075000000004,7.86575,-0.5023250000000008,3.7516,24.233650000000004,18.260099999999994,8.20175,13.516750000000002
[4OSO3][6OSO3]Galβ1-4GlcNAcβ-Sp0,[4OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,(6S)(4S)Galb1-4GlcNAcb-Sp0,6.5535,6.78295,5.506574999999998,-0.22269999999999968,18.839225000000013,22.511375000000008,4.428500000000003,22.826325
[4OSO3]Galβ1-4GlcNAcβ-Sp8,[4OSO3]Galb1-4GlcNAcb-Sp8,(4S)Galb1-4GlcNAcb-Sp8,8.502275000000001,7.904074999999999,3.0541750000000008,20.031575,14.132424999999996,16.382450000000006,30.67237500000001,2.856499999999997
6-H2PO3Manα-Sp8,6-H2PO3Mana-Sp8,(6P)Mana-Sp8,4.923949999999998,10.426975,31.478425,23.148975000000004,13.995475,14.253425,16.046275,32.3324
[6OSO3]Galβ1-4Glcβ-Sp0,[6OSO3]Galb1-4Glcb-Sp0,(6S)Galb1-4Glcb-Sp0,18.79185000000001,7.910375,8.332250000000002,2.8592749999999985,12.5768,18.37945,18.212200000000006,15.970799999999995
[6OSO3]Galβ1-4Glcβ-Sp8,[6OSO3]Galb1-4Glcb-Sp8,(6S)Galb1-4Glcb-Sp8,-2.3782999999999976,13.570375000000002,6.627100000000004,9.162749999999997,6.443149999999998,16.338175,31.40919999999999,25.164425000000005
[6OSO3]Galβ1-4GlcNAcβ-Sp8,[6OSO3]Galb1-4GlcNAcb-Sp8,(6S)Galb1-4GlcNAcb-Sp8,1.0992500000000005,8.169699999999999,19.9062,5.955299999999998,10.705950000000003,7.84685,7.705225000000004,14.354849999999995
[6OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,[6OSO3]Galb1-4[6OSO3]Glcb-Sp8,(6S)Galb1-4(6S)Glcb-Sp8,30.17679999999996,2.4735499999999995,11.935525,17.50524999999999,8.011300000000002,14.628125,17.264649999999996,9.1405
Neu5Acα2-3[6OSO3]Galβ1-4GlcNAcβ-Sp8,Neu5Aca2-3[6OSO3]Galb1-4GlcNAcb-Sp8,Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8,0.6982000000000035,6.6927499999999975,1.1402499999999964,11.58605,5.30375,9.8128,9.706350000000002,179.93209999999996
[6OSO3]GlcNAcβ-Sp8,[6OSO3]GlcNAcb-Sp8,(6S)GlcNAcb-Sp8,6.570100000000003,7.037874999999998,6.792925000000002,3.8533000000000013,13.4183,21.149449999999995,24.906074999999994,15.269900000000007
[9NAc]Neu5Acα-Sp8,Neu5Ac(9Ac)a-Sp8,"Neu5,9Ac2a-Sp8",3.64495,-0.7808750000000009,12.999699999999995,7.202825000000002,13.268175,13.400250000000005,15.873200000000004,-1.1191999999999975
[9NAc]Neu5Acα2-6Galβ1-4GlcNAcβ-Sp8,Neu5Ac(9Ac)a2-6Galb1-4GlcNAcb-Sp8,"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",8.830075000000003,2.901025,-3.780124999999998,-3.396625000000001,13.652375,6.763525,18.9941,12.102925
Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,19.707225,16.44525,198.0614,437.742525,30.699,27.183475,22.437675,560.8968000000001
Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,41.77142500000001,29.745325,1298.6712749999995,4535.5852,49.049525,74.111875,1379.9638500000005,29483.121250000004
GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,20.202175000000004,14.644925000000002,346.35385,5240.134674999998,3.0626499999999983,12.479575000000002,75.56334999999999,19645.420400000006
GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,21.115375,118.929875,6195.444575000001,27791.816525,22.486275,90.62017500000002,5388.058700000001,39887.419675
Galβ1-4GlcNAcβ1-2Manα1-3(Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Galb1-4GlcNAcb1-2Mana1-3(Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,1.900249999999998,6.336399999999998,33.344500000000004,74.29317499999998,2.236724999999999,11.350325000000002,24.1003,1115.707025
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-N(LT)AVL,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-N(LT)AVL,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,-3.698575,9.082375,17.3238,34.026774999999994,4.512324999999999,7.705750000000003,21.5863,131.93762500000003
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp8,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp8,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,4.043249999999997,1.8542500000000004,33.3472,237.65075,4.305725000000002,13.032850000000005,11.6093,52.40602500000002
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Man-a1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,1.2789,1.936375,17.913549999999994,55.28862500000001,-0.285549999999998,12.995575,8.207424999999999,427.559275
Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp13,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,29.73860000000001,14.828325,36.00870000000001,186.305425,35.51912500000001,48.05665,47.45462500000001,457.475
Fucα1-2Galβ1-3GalNAcβ1-3Galα-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,33.154599999999995,15.393500000000005,20.0059,40.089125,4.605425000000001,14.767875,41.916075000000006,65.11439999999999
Fucα1-2Galβ1-3GalNAcβ1-3Galα1-4Galβ1-4Glcβ-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,5.875225,3.173,13.685625,40.9372,7.953025000000002,11.281275,19.555975,16.941899999999997
Fucα1-2Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8,8.866849999999998,2.2658,3.060850000000001,2.185175,7.4029000000000025,17.459175000000002,10.068300000000004,11.182225
Fucα1-2Galβ1-3GalNAcα-Sp8,Fuca1-2Galb1-3GalNAca-Sp8,Fuca1-2Galb1-3GalNAca-Sp8,10.259549999999997,11.155225000000002,7.8313250000000085,0.724400000000001,5.472750000000001,17.286875,28.80047499999999,21.50392499999999
Fucα1-2Galβ1-3GalNAcα-Sp14,Fuca1-2Galb1-3GalNAca-Sp14,Fuca1-2Galb1-3GalNAca-Sp14,0.6135999999999981,6.080400000000001,6.915725,13.696075,4.8158249999999985,15.922799999999995,9.497,10.298825000000004
Fucα1-2Galβ1-3GalNAcβ1-4(Neu5Acα2-3)Galβ1-4Glcβ-Sp0,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,14.266375000000005,8.27545,-1.0019750000000016,0.9555000000000008,5.631624999999999,17.412,17.910999999999998,56.0342
Fucα1-2Galβ1-3GalNAcβ1-4(Neu5Acα2-3)Galβ1-4Glcβ-Sp9,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9,14.402074999999995,3.261700000000001,7.534474999999995,6.294449999999998,13.308025,21.618175,12.558975000000002,13.869224999999995
Fucα1-2Galβ1-3GlcNAcβ1-3Galβ1-4Glcβ-Sp8,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp8,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp8,5.93895,4.7954500000000015,3.3723500000000013,7.5207,14.034000000000004,22.152175000000003,13.150825000000005,23.09275000000001
Fucα1-2Galβ1-3GlcNAcβ1-3Galβ1-4Glcβ-Sp10,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,-10.38795,17.3602,14.24625,3.690675000000008,4.931750000000003,33.985225,4.351575,13.898
Fucα1-2Galβ1-3GlcNAcβ-Sp0,Fuca1-2Galb1-3GlcNAcb-Sp0,Fuca1-2Galb1-3GlcNAcb-Sp0,1.3697750000000006,-1.12115,12.649925,-8.0128,6.841475000000001,30.3303,12.149925,16.984449999999995
Fucα1-2Galβ1-3GlcNAcβ-Sp8,Fuca1-2Galb1-3GlcNAcb-Sp8,Fuca1-2Galb1-3GlcNAcb-Sp8,17.636749999999992,9.016324999999998,15.634799999999998,4.441474999999999,8.247725,16.983525,0.5780999999999992,4.487350000000001
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,2.402925,-0.4628250000000014,4.0642999999999985,9.430250000000004,10.74515,17.189149999999994,13.506349999999998,33.162650000000006
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,10.982825,6.238374999999998,16.155699999999996,19.276225,11.204675000000002,11.395475,32.749399999999994,20.996475000000007
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,10.362925000000002,17.891800000000007,11.838499999999998,-0.16537500000000094,11.271824999999998,17.5723,45.337325,35.129749999999945
Fucα1-2Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8,6.172675000000003,9.598924999999994,10.93265,21.110375,5.266199999999999,14.555249999999996,11.7755,18.949275
Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,-6.934824999999997,0.8071249999999974,10.57285,10.927825,5.4589750000000015,16.058374999999998,30.4811,6.456975000000001
Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,6.560974999999999,9.67375,8.64795,11.273649999999998,27.35355,17.322725,21.139475,39.6638
Fucα1-2Galβ1-4GlcNAcβ-Sp0,Fuca1-2Galb1-4GlcNAcb-Sp0,Fuca1-2Galb1-4GlcNAcb-Sp0,1.605224999999999,8.037624999999998,14.240375,5.539050000000001,8.495575000000002,8.057825000000001,14.738174999999998,17.6567
Fucα1-2Galβ1-4GlcNAcβ-Sp8,Fuca1-2Galb1-4GlcNAcb-Sp8,Fuca1-2Galb1-4GlcNAcb-Sp8,12.321150000000005,6.091375000000008,5.656150000000002,-2.108575,11.543625000000002,8.33337500000016,20.83605,33.276275000000005
Fucα1-2Galβ1-4Glcβ-Sp0,Fuca1-2Galb1-4Glcb-Sp0,Fuca1-2Galb1-4Glcb-Sp0,52.012,12.256725,12.225524999999996,12.766950000000007,7.455975,25.932350000000003,15.613049999999996,34.326274999999946
Fucα1-2Galβ-Sp8,Fuca1-2Galb-Sp8,Fuca1-2Galb-Sp8,7.788125,8.892000000000003,6.7082250000000005,5.9202749999999975,18.601075,26.44685,44.368025,28.166425
Fucα1-3GlcNAcβ-Sp8,Fuca1-3GlcNAcb-Sp8,Fuca1-3GlcNAcb-Sp8,7.974050000000003,-2.904674999999997,4.772450000000003,-0.07442499999999974,21.060725000000005,25.962175,15.916099999999995,18.028499999999994
Fucα1-4GlcNAcβ-Sp8,Fuca1-4GlcNAcb-Sp8,Fuca1-4GlcNAcb-Sp8,9.25065,-0.646374999999999,-2.4273750000000014,2.0715000000000003,13.957724999999995,34.227000000000004,76.92317500000001,701.31495
Fucβ1-3GlcNAcβ-Sp8,Fucb1-3GlcNAcb-Sp8,Fucb1-3GlcNAcb-Sp8,9.676799999999997,4.072075,-2.149500000000001,3.124675,21.20655,12.768725,24.381125000000004,16.0587
GalNAcα1-3(Fucα1-2)Galβ1-3GlcNAcβ-Sp0,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,-4.360150000000001,1.9377000000000013,2.6415000000000006,-4.362075000000001,10.739299999999998,15.144550000000002,17.452975000000002,58.09027500000001
GalNAcα1-3(Fucα1-2)Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,GalNAca1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,GalNAca1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,31.143525000000004,17.851049999999994,16.983675,48.29787500000001,46.500325,55.4113,48.900424999999984,92.02575
[3OSO3]Galβ1-4(Fucα1-3)Glc-Sp0,[3OSO3]Galb1-4(Fuca1-3)Glc-Sp0,(3S)Galb1-4(Fuca1-3)Glcb-Sp0,8.992424999999997,8.362425000000002,11.671924999999995,1.3255000000000017,6.060400000000001,24.14872500000001,36.37542500000001,5.555950000000001
GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ-Sp0,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp0,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp0,-2.6004249999999995,3.5491750000000013,-0.6011250000000006,18.084924999999995,18.112975,6.197300000000002,27.754024999999984,20.016625
GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,-8.357599999999998,3.1976,-1.1401250000000012,2.694025,8.226700000000001,28.03807500000001,3.328949999999999,20.458525
